Country,City,Id,lat,lon
Kenya,Kisumu,1868373176,-0.1029109,34.7541761
Kenya,Eldoret,2689551456,0.5198329,35.2715481
Madagascar,Antananarivo,27565116,-18.9100122,47.5255809
Madagascar,Toliara,254609408,-23.354173,43.66966
Madagascar,Antsiranana,254616067,-12.2779134,49.2913394
Madagascar,Mahajanga,254618037,-15.7181492,46.3172577
Madagascar,Antsirabe,300272255,-19.871403,47.034667
Madagascar,Fianarantsoa,316843071,-21.45337,47.085447
Madagascar,Toamasina,335711690,-18.1553985,49.4098352
Madagascar,Tôlan̈aro,3355969555,-25.0296943,46.9903888
Malawi,Blantyre,27565113,-15.7862543,35.0035694
Malawi,Mzuzu,262183934,-11.4607518,34.0226422
Malawi,Limbe,264951312,-15.8074399,35.0525005
Malawi,Zomba,265772769,-15.3863208,35.3268273
Malawi,Lilongwe,3072758152,-13.973456,33.7878122
Mauritius,Port-Louis,243819778,-20.1637281,57.5045331
Mauritius,Vacoas-Phoenix,365764030,-20.2988802,57.4927689
Mozambique,Matola,27564983,-25.966917,32.466956
Mozambique,Maputo,27565081,-25.966213,32.56745
Mozambique,Beira,259593578,-19.828707,34.841782
Mozambique,Quelimane,259593870,-17.87751,36.890216
Mozambique,Nampula,286426799,-15.1194063,39.2615886
Mozambique,Pemba,331691755,-12.9735663,40.5214905
Mozambique,Inhambane,331728890,-23.865961,35.384363
Mozambique,Chimoio,331730931,-19.110921,33.476659
Mozambique,Xai-Xai,335077559,-25.044479,33.64073
Mozambique,Maxixe,335106276,-23.861561,35.348934
Mozambique,Lichinga,335126704,-13.2999118,35.2458642
Mozambique,Tete,560241406,-16.160511,33.587096
Mozambique,Inchope,663184240,-19.2111458,33.9327676
Mozambique,Nacala,899428278,-14.5564782,40.6869931
Mozambique,Manica,1419408735,-18.936733,32.875955
Mozambique,Muchungue,1423061100,-20.3888157,33.9380175
Mozambique,Praia de Bilene,2084079005,-25.2795872,33.2458467
Réunion,Saint-Denis,246837430,-20.8799889,55.448137
Réunion,Le Port,999426236,-20.9354584,55.2916763
Rwanda,Kigali,60485579,-1.950851,30.061507
Rwanda,Musanze,271315342,-1.50405,29.63631
Rwanda,Gisenyi,271317488,-1.693545,29.259855
Rwanda,Huye,435637541,-2.6053426,29.7401547
Rwanda,Muhanga,4702953758,-2.0845197,29.7526948
Somalia,Muqdisho مقديشو,34684808,2.042778,45.338564
Somalia,Baydhabo بيدوا,35926758,3.119951,43.644462
Somalia,Xudur حودور,36155607,4.1237042,43.8915563
Somalia,Marka مركا‎,36155827,1.7148358,44.7699326
Somalia,Jowhar جوهر‎‎,36161070,2.776429,45.509946
Somalia,Afgooye أفجوي,36161072,2.1465328,45.1193414
Somalia,Qoryooley قوريولي,36161073,1.789663,44.530629
Somalia,Kismaayo كيسمايو,36161074,-0.3602285,42.5408831
Somalia,Baardheere بااردىرآ,36305919,2.3372449,42.2849308
Somalia,Jamaame جمامة‎‎,36305922,0.07222,42.75056
Somalia,Jilib جيليب,36305946,0.4937927,42.7764134
Somalia,Buurhakaba بورحكب,36305949,2.78333,44.08333
Somalia,Boosaaso بوصاصو,43528250,11.27848,49.179952
Somalia,Beledweyne بلد وين,43528290,4.7355786,45.2040946
Somalia,Bu'aale بوأل,43528307,1.083333,42.58333
Somalia,Gaalkacyo جالكعيو‎‎,43528320,6.769726,47.430826
Somalia,Garoowe غاروي,43528345,8.406143,48.483195
Somalia,Ceerigaabo عيرجابو,43528353,10.61806,47.37
Somalia,Laascaanood لاس عانود,43528372,8.4759498,47.3577248
Somalia,Burao برعو,43528384,9.524175,45.536932
Somalia,Berbera بربرة,291580881,10.4386215,45.0134007
Somalia,زاو تاكو Xawo Tako,1404223285,2.62003,44.89128
Somalia,Laas Caanood لاس عانود,1404224477,8.474261,47.355194
Somalia,Burco برعو,1404226133,9.52749,45.537472
Somalia,Badhan برن‎‎,1404232532,10.7154042,48.3351072
Somalia,بوراما Borama,1404233007,9.9386691,43.184119
Somalia,Garbahaarey غاربهاارآي,1404233530,3.328,42.219879
Somalia,Deg Jannaay,2814968356,1.7064758,44.6082673
Somalia,Hargeysa هرجيسا,4298140251,9.561733,44.061803
Sudan,الخرطوم,27565117,15.593325,32.53565
Sudan,الدبة,75561491,18.043988,30.95119
Sudan,دنقلا,75562621,19.1728506,30.4731589
Sudan,شندي,90112925,16.6884963,33.432286
Sudan,عطبرة,90135276,17.690719,33.98073
Sudan,رفاعة,90187942,14.7677692,33.3659991
Sudan,وادي حلفا,100013911,21.8005,31.350737
Sudan,كادوقلي‎,210360300,11.0085934,29.7155751
Sudan,كوستي,248948488,13.1521864,32.6725113
Sudan,تندلتي,248948657,13.009027,31.866068
Sudan,أم روابة,248948675,12.905825,31.2147916
Sudan,الأبيض,248948689,13.183366,30.222559
Sudan,بورتسودان,288510602,19.619217,37.211709
Sudan,سواكن,288512635,19.103071,37.331236
Sudan,نيالا,291449779,12.0505098,24.8795115
Sudan,القضارف,294865520,14.040941,35.398832
Sudan,كسلا,300066939,15.4521163,36.3771099
Sudan,ود مدني,300069794,14.3965781,33.5309561
Sudan,الفاشر,300074306,13.6238244,25.3555559
Sudan,الضعين,300076998,11.4611731,26.1310939
Sudan,الدمازين,300077759,11.8073636,34.3656298
Sudan,الجنينة,300078547,13.4435,22.4452278
Sudan,سنار,321438810,13.5424054,33.6103555
Sudan,ربك,321439793,13.1844655,32.7398062
Sudan,كتم,321459449,14.20312,24.661729
Sudan,زالنجي,321481872,12.9134096,23.4738132
Sudan,كاس,321484289,12.5058244,24.2859432
Sudan,بابنوسة,321502878,11.3305456,27.8095803
Sudan,المجلد,321503273,11.0323699,27.7545176
Sudan,الدلنج,576348786,12.0315831,29.6516649
Sudan,مروي,1620604084,18.4811972,31.8171688
Sudan,مليط,1870260644,14.1394199,25.5504429
Sudan,أبو جبيهة,1895967608,11.4646721,31.2339838
