country,osm_id,town,lat,lon
Democratic Republic of the Congo,617088496,Kasomeno,-10.7547471,28.2802449
Democratic Republic of the Congo,617130526,Fizi,-4.3003444,28.9428932
Democratic Republic of the Congo,617135067,Lubondja,-4.6613291,28.7660288
Democratic Republic of the Congo,617135465,Lubimba,-4.7156061,28.6707612
Democratic Republic of the Congo,617397438,Songololo,-5.701277,14.0370461
Democratic Republic of the Congo,617433888,Sona Pangu,-5.5183448,13.908883
Democratic Republic of the Congo,617434148,Konzo,-5.4165001,13.8257989
Democratic Republic of the Congo,617434498,Kinganga,-5.2963492,13.7396249
Democratic Republic of the Congo,617437822,Dende,-4.7891739,13.8177308
Democratic Republic of the Congo,617438675,Lwozi,-4.9473878,14.1311845
Democratic Republic of the Congo,617648161,Gongo,-4.3996515,17.6989453
Democratic Republic of the Congo,617649226,Kitoi,-4.4058131,17.8189366
Democratic Republic of the Congo,617981505,Luali,-5.1070142,12.4941524
Democratic Republic of the Congo,618012891,Lusanga,-4.8364407,18.7277928
Democratic Republic of the Congo,618491030,Sangila,-5.2886286,13.6011043
Democratic Republic of the Congo,618500293,Lufu-Toto,-5.446548,14.7610203
Democratic Republic of the Congo,618524223,Kipushi,-11.7602295,27.2365303
Democratic Republic of the Congo,619168290,Kisenso,-4.412872,15.3407472
Democratic Republic of the Congo,619469292,Mbali-Iboma,-2.3831611,17.287009
Democratic Republic of the Congo,619470811,Ntandembele,-2.1881375,17.170451
Democratic Republic of the Congo,619496051,Mawuya,3.2273282,18.6749953
Democratic Republic of the Congo,619514546,Dongo,2.7213045,18.4059982
Democratic Republic of the Congo,619541936,Mbari,3.3207708,19.3899387
Democratic Republic of the Congo,619555665,Binga,2.3744884,20.5219197
Democratic Republic of the Congo,620495904,Monga,4.2003388,22.8113112
Democratic Republic of the Congo,620522985,Bengamisa,0.9259861,25.2119795
Democratic Republic of the Congo,620851826,Yuki,-3.9414728,19.4462036
Democratic Republic of the Congo,620854565,Panu,-3.7986337,19.1178154
Democratic Republic of the Congo,620992778,Ndjoko-Punda,-5.4508953,20.9693846
Democratic Republic of the Congo,620992782,Mutombo-Lamata,-5.47892,21.002172
Democratic Republic of the Congo,621007732,Demba,-5.4689534,22.2732951
Democratic Republic of the Congo,621011314,Kakenge,-4.8683433,21.9112906
Democratic Republic of the Congo,621111108,Maluku,-4.0561176,15.5581814
Democratic Republic of the Congo,621121665,Titulé,3.2748342,25.5218468
Democratic Republic of the Congo,621235472,Kabinda,-6.1368376,24.4862256
Democratic Republic of the Congo,621239873,Samba,-4.6414642,26.360979
Democratic Republic of the Congo,621530895,Kinda,-9.305645,25.0581796
Democratic Republic of the Congo,621538523,Sokele,-9.9153732,24.6032951
Democratic Republic of the Congo,622478005,Mulongo,-7.8332591,26.9975944
Democratic Republic of the Congo,623045798,Mutshatsha,-10.6432844,24.460964
Democratic Republic of the Congo,623063996,Kafankumba,-9.6772985,23.759384
Democratic Republic of the Congo,623078581,Luanza,-9.2796986,25.0765833
Democratic Republic of the Congo,623877239,Mbulungu,-6.0556272,21.9021756
Democratic Republic of the Congo,624655106,Kwilu-Ngongo,-5.5011149,14.6879179
Democratic Republic of the Congo,625688934,Kimpese,-5.561793,14.4288611
Democratic Republic of the Congo,625788917,Lukala,-5.5073661,14.5236895
Democratic Republic of the Congo,626497236,Nyanya,1.4073372,27.6074223
Democratic Republic of the Congo,626508813,Mbau,0.6529085,29.4987496
Democratic Republic of the Congo,626511880,Eringeti,0.8518641,29.6123668
Democratic Republic of the Congo,626545213,Bingo,0.5220095,29.319925
Democratic Republic of the Congo,626623360,Faradje,3.7318588,29.7064664
Democratic Republic of the Congo,626734473,Walikale,-1.4300801,28.0764028
Democratic Republic of the Congo,626797617,Ikela,-1.0533987,23.3587707
Democratic Republic of the Congo,628827215,Luena,-9.4314396,25.7894496
Democratic Republic of the Congo,629090256,Divuma,-10.5969955,22.9962824
Democratic Republic of the Congo,629090265,Kasaji,-10.3834167,23.4498695
Democratic Republic of the Congo,629099935,Kisenda,-10.7825673,25.7344499
Democratic Republic of the Congo,629118819,Gbadolite,4.2814268,20.9997307
Democratic Republic of the Congo,629547674,Feshi,-6.1311665,18.1496197
Democratic Republic of the Congo,629548494,Kahemba,-7.2919121,18.9582005
Democratic Republic of the Congo,629549786,Kasongo-Lunda,-6.4786095,16.8168133
Democratic Republic of the Congo,629552909,Gungu,-5.7381679,19.3078106
Democratic Republic of the Congo,629569537,Lukula,-5.3963256,12.948492
Democratic Republic of the Congo,629576770,Kimvula,-5.7150752,15.9594817
Democratic Republic of the Congo,629581638,Bolomba,0.3482931,19.2289249
Democratic Republic of the Congo,629584966,Bomongo,1.3801715,18.3512875
Democratic Republic of the Congo,629591153,Businga,3.3411745,20.8881923
Democratic Republic of the Congo,629594737,Bosobolo,4.1881023,19.8848964
Democratic Republic of the Congo,629600001,Befale,0.3924105,20.843124
Democratic Republic of the Congo,629607386,Djolu,0.6779431,22.4603878
Democratic Republic of the Congo,629926360,Lomela,-2.2799144,23.3656817
Democratic Republic of the Congo,630640178,Tenke,-10.605252,26.1183171
Democratic Republic of the Congo,630650430,Bongolu,2.8054752,22.4890107
Democratic Republic of the Congo,631427255,Kungu,2.7807164,19.2040667
Democratic Republic of the Congo,631428323,Bomboma,2.4232047,18.897275
Democratic Republic of the Congo,631602436,Mwenga,-3.04079,28.43151
Democratic Republic of the Congo,633119867,Lufu,-5.6801148,13.9146599
Democratic Republic of the Congo,633356570,Lubudi,-9.95,25.9666672
Democratic Republic of the Congo,635981228,Luiza,-7.1965439,22.3971878
Democratic Republic of the Congo,636102727,Luputa,-7.1658535,23.7235515
Democratic Republic of the Congo,636123661,Mitwaba,-8.626463,27.3415298
Democratic Republic of the Congo,637004047,Kabambere,-4.6909882,27.6918977
Democratic Republic of the Congo,638524031,Poko,3.1381313,26.8946317
Democratic Republic of the Congo,638592433,Lubero,-0.1586686,29.2385988
Democratic Republic of the Congo,639312078,Bozene,2.9273117,19.2096534
Democratic Republic of the Congo,639312079,Mogalo,3.1655038,19.059072
Democratic Republic of the Congo,639340791,Dubulu,4.305875,20.2662867
Democratic Republic of the Congo,639359426,Karawa,3.333333,20.3
Democratic Republic of the Congo,642334997,Kipuku,-4.9160677,19.9087987
Democratic Republic of the Congo,662305501,Bambili,3.6534856,26.1249105
Democratic Republic of the Congo,663335101,Mutabi,-8.5885998,28.5244707
Democratic Republic of the Congo,667943945,Katongola,-8.3924217,24.663011
Democratic Republic of the Congo,667944820,Muleba,-8.2072491,24.6066105
Democratic Republic of the Congo,667948028,Tshipasa,-8.0564209,24.5208496
Democratic Republic of the Congo,945149643,Kiri,-1.495603,18.928388
Democratic Republic of the Congo,945262176,Dekese,-3.4925965,21.3772071
Democratic Republic of the Congo,945337426,Kole,-3.4633994,22.4456268
Democratic Republic of the Congo,1042040107,Wema,-0.4874194,21.6274525
Democratic Republic of the Congo,1074007232,Bingi,-0.4078914,29.0786372
Democratic Republic of the Congo,1074054163,Luofu,-0.6167635,29.112971
Democratic Republic of the Congo,1074118373,Kyondo,0.0049332,29.4019447
Democratic Republic of the Congo,1074175708,Bulambo,0.2038891,29.4178279
Democratic Republic of the Congo,1074178092,Mabuku,0.3214915,29.3000928
Democratic Republic of the Congo,1080614974,Shashizo,-7.0285409,20.8139234
Democratic Republic of the Congo,1081020881,Mpanya Mutombo,-5.1892562,23.8533681
Democratic Republic of the Congo,1081144528,Bongo,-4.7081612,21.3280521
Democratic Republic of the Congo,1081148592,Domiongo,-4.6123572,21.221974
Democratic Republic of the Congo,1081166202,Mushenge,-4.5209898,21.3115745
Democratic Republic of the Congo,1082952388,Lubefu,-4.7379301,24.4366852
Democratic Republic of the Congo,1084308698,Djombo,1.3485649,20.3828683
Democratic Republic of the Congo,1087779699,Lubao,-5.386666,25.7490365
Democratic Republic of the Congo,1094164917,Rungu,3.1862338,27.8738324
Democratic Republic of the Congo,1094352547,Kampene,-3.5942806,26.6683333
Democratic Republic of the Congo,1094801575,Tshofa,-5.2508437,25.2304479
Democratic Republic of the Congo,1096798312,Tolo,-2.9634555,18.5686645
Democratic Republic of the Congo,1110428358,Kamituga,-3.0648932,28.186972
Democratic Republic of the Congo,1139417093,Mbanza-Mboma,-4.955379,15.1654653
Democratic Republic of the Congo,1143655024,Yandjombo,2.2014755,22.7581387
Democratic Republic of the Congo,1143742932,Kulu,3.4708525,23.6856397
Democratic Republic of the Congo,1154207347,Teli,3.2204526,27.232454
Democratic Republic of the Congo,1154211453,Viadana,2.8664128,27.1944022
Democratic Republic of the Congo,1154212309,Neisu,2.7310053,27.4039731
Democratic Republic of the Congo,1154216857,Tapili,3.4395754,27.6363948
Democratic Republic of the Congo,1154346150,Durba,3.1163272,29.5830725
Democratic Republic of the Congo,1154348509,Makoro,3.1380865,29.8859693
Democratic Republic of the Congo,1154349430,Tadu,3.4634465,29.7017059
Democratic Republic of the Congo,1154493860,Bumva,3.4717946,29.3814474
